"Gene","Group_1","Group_2","Mock_expression","ZIKV_expression","log2FoldChange","pvalue","Original_significant_call","padj","Regulation"
"KIF15","Mock","ZIKV",15.4846,7.51703,-1.0426,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"GFRA1","Mock","ZIKV",29.3986,14.272,-1.04256,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ADAMTS15","Mock","ZIKV",3.31198,1.61125,-1.03952,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CENPA","Mock","ZIKV",11.6756,5.69242,-1.03638,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PARPBP","Mock","ZIKV",4.0855,1.99502,-1.03411,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC202781","Mock","ZIKV",5.45045,2.66201,-1.03386,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C16orf59","Mock","ZIKV",9.54524,4.66585,-1.03264,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LIX1","Mock","ZIKV",35.4382,17.338,-1.03137,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SECISBP2","Mock","ZIKV",38.3301,18.7551,-1.0312,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CENPO","Mock","ZIKV",10.5712,5.17952,-1.02925,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MAFG-AS1","Mock","ZIKV",4.96304,2.43309,-1.02843,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PTGR2","Mock","ZIKV",6.36701,3.1238,-1.02731,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MIAT","Mock","ZIKV",286.183,140.497,-1.0264,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ANKRD45","Mock","ZIKV",5.81098,2.85639,-1.02459,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MAT2A","Mock","ZIKV",105.801,52.0109,-1.02447,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PNISR","Mock","ZIKV",133.419,65.6012,-1.02418,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CTTN","Mock","ZIKV",50.1566,24.6765,-1.0233,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CHRNA3","Mock","ZIKV",29.7045,14.6275,-1.022,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TRIOBP","Mock","ZIKV",14.8388,7.31515,-1.02042,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SUMF1","Mock","ZIKV",3.82927,1.88794,-1.02026,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZNF169","Mock","ZIKV",1.14324,0.56377,-1.01995,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CYB5RL","Mock","ZIKV",2.48569,1.22623,-1.01941,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MNF1","Mock","ZIKV",22.2672,10.9968,-1.01783,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PTX3","Mock","ZIKV",50.7893,25.1138,-1.01604,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CKAP2","Mock","ZIKV",37.2783,18.4404,-1.01547,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"EFHC1","Mock","ZIKV",14.6595,7.25282,-1.01522,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"RABL3","Mock","ZIKV",7.36202,3.64545,-1.01401,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"COL4A1","Mock","ZIKV",9.14445,4.53012,-1.01335,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CBR4","Mock","ZIKV",14.9738,7.42117,-1.01272,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"VSTM4","Mock","ZIKV",2.06223,1.02208,-1.0127,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"KANK2","Mock","ZIKV",3.06656,1.52178,-1.01087,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"EBF2","Mock","ZIKV",12.0894,6.00405,-1.00973,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"KIF11","Mock","ZIKV",21.9079,10.8845,-1.00917,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C19orf48","Mock","ZIKV",32.9071,16.3761,-1.00681,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SMC4","Mock","ZIKV",58.6823,29.2151,-1.00621,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TEFM","Mock","ZIKV",6.13857,3.05646,-1.00604,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ABCC4","Mock","ZIKV",5.01193,2.49576,-1.00589,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TPX2","Mock","ZIKV",52.1717,25.984,-1.00564,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PTGIS","Mock","ZIKV",4.37476,2.1796,-1.00514,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ELP6","Mock","ZIKV",19.4536,9.70207,-1.00367,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NUSAP1","Mock","ZIKV",70.3669,35.1085,-1.00308,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NT5DC3","Mock","ZIKV",3.93027,1.96124,-1.00286,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZNF782","Mock","ZIKV",1.7455,0.87119,-1.00258,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"COA4","Mock","ZIKV",23.0254,11.4994,-1.00167,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NEURL1B","Mock","ZIKV",6.48021,3.23946,-1.00029,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"OR51E2","Mock","ZIKV",0.914167,0.109813,-3.05742,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV"
"C2orf48","Mock","ZIKV",4.19704,1.21462,-1.78887,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV"
"EFCAB3","Mock","ZIKV",1.72544,0.533049,-1.69462,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV"
"WDR16","Mock","ZIKV",1.14236,0.378438,-1.59389,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV"
"MNS1","Mock","ZIKV",5.41986,1.93083,-1.48904,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV"
"CTSH","Mock","ZIKV",1.89769,0.740146,-1.35836,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV"
"INHBB","Mock","ZIKV",0.865854,0.344949,-1.32774,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV"
"CES4A","Mock","ZIKV",1.49431,0.597028,-1.32361,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV"
"FAM92B","Mock","ZIKV",1.59491,0.641258,-1.3145,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV"
"CHURC1","Mock","ZIKV",12.9149,5.2208,-1.30669,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV"
"PCED1A","Mock","ZIKV",37.034,15.2528,-1.27978,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV"
"EME2","Mock","ZIKV",3.2724,1.35534,-1.27169,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV"
"RAD54L","Mock","ZIKV",8.81591,3.7405,-1.23688,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV"
"SCN4B","Mock","ZIKV",0.80288,0.358081,-1.1649,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV"
"TMSB15B","Mock","ZIKV",30.6601,13.7455,-1.1574,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV"
"PTPLA","Mock","ZIKV",2.98355,1.3968,-1.09491,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV"
"CLEC11A","Mock","ZIKV",3.57016,1.71619,-1.05678,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV"
"IFITM2","Mock","ZIKV",8.6854,4.28476,-1.01938,1e-04,"yes",0.000607470334412082,"Down_in_ZIKV"
"SCN1B","Mock","ZIKV",1.4483,0.449203,-1.68892,0.00015,"yes",0.000881259780907668,"Down_in_ZIKV"
"LOC282997","Mock","ZIKV",1.62039,0.708309,-1.19389,0.00015,"yes",0.000881259780907668,"Down_in_ZIKV"
"SLC39A8","Mock","ZIKV",1.21779,0.540772,-1.17118,0.00015,"yes",0.000881259780907668,"Down_in_ZIKV"
"SHMT1","Mock","ZIKV",9.5259,4.39305,-1.11663,0.00015,"yes",0.000881259780907668,"Down_in_ZIKV"
"WDR49","Mock","ZIKV",1.49017,0.687813,-1.11539,0.00015,"yes",0.000881259780907668,"Down_in_ZIKV"
"HTR7P1","Mock","ZIKV",0.742192,0.358416,-1.05016,0.00015,"yes",0.000881259780907668,"Down_in_ZIKV"
"C2orf16","Mock","ZIKV",0.690785,0.34132,-1.01711,0.00015,"yes",0.000881259780907668,"Down_in_ZIKV"
"LOC143666","Mock","ZIKV",2.14344,1.06139,-1.01397,0.00015,"yes",0.000881259780907668,"Down_in_ZIKV"
"NAGPA","Mock","ZIKV",2.62362,1.30827,-1.00389,0.00015,"yes",0.000881259780907668,"Down_in_ZIKV"
"CDC20B","Mock","ZIKV",3.83895,0.353524,-3.44083,2e-04,"yes",0.00114835585011471,"Down_in_ZIKV"
"UBXN10","Mock","ZIKV",1.01625,0.421767,-1.26874,2e-04,"yes",0.00114835585011471,"Down_in_ZIKV"
"LINC00648","Mock","ZIKV",1.07456,0.483233,-1.15296,2e-04,"yes",0.00114835585011471,"Down_in_ZIKV"
"RAB26","Mock","ZIKV",1.24381,0.34907,-1.83317,0.00025,"yes",0.00140360169491525,"Down_in_ZIKV"
"ZNF718","Mock","ZIKV",2.84706,1.12033,-1.34556,0.00025,"yes",0.00140360169491525,"Down_in_ZIKV"
"DKK2","Mock","ZIKV",0.959867,0.431414,-1.15376,0.00025,"yes",0.00140360169491525,"Down_in_ZIKV"
"TRIM56","Mock","ZIKV",1.04386,0.471296,-1.14722,0.00025,"yes",0.00140360169491525,"Down_in_ZIKV"
"LOC100129961","Mock","ZIKV",2.40193,1.14703,-1.0663,0.00025,"yes",0.00140360169491525,"Down_in_ZIKV"
"PLAC9","Mock","ZIKV",7.45957,3.68385,-1.01788,0.00025,"yes",0.00140360169491525,"Down_in_ZIKV"
"VIPR2","Mock","ZIKV",0.909797,0.450453,-1.01417,0.00025,"yes",0.00140360169491525,"Down_in_ZIKV"
"LRRC33","Mock","ZIKV",0.669083,0.166873,-2.00343,3e-04,"yes",0.00165341326156105,"Down_in_ZIKV"
"RIBC2","Mock","ZIKV",1.71876,0.620099,-1.4708,3e-04,"yes",0.00165341326156105,"Down_in_ZIKV"
"MGC72080","Mock","ZIKV",5.98499,2.91222,-1.03923,3e-04,"yes",0.00165341326156105,"Down_in_ZIKV"
"ITGA9","Mock","ZIKV",0.915276,0.451869,-1.0183,3e-04,"yes",0.00165341326156105,"Down_in_ZIKV"
"SGPP2","Mock","ZIKV",1.46204,0.226524,-2.69025,0.00035,"yes",0.00190382757787974,"Down_in_ZIKV"
"LOC100506469","Mock","ZIKV",7.22757,2.27879,-1.66524,0.00035,"yes",0.00190382757787974,"Down_in_ZIKV"
"DBX1","Mock","ZIKV",2.32104,0.815923,-1.50827,0.00035,"yes",0.00190382757787974,"Down_in_ZIKV"
"C7orf57","Mock","ZIKV",0.94348,0.342847,-1.46043,0.00035,"yes",0.00190382757787974,"Down_in_ZIKV"
"TNFRSF13C","Mock","ZIKV",2.11856,0.590572,-1.8429,4e-04,"yes",0.00214728312678742,"Down_in_ZIKV"
"UQCRHL","Mock","ZIKV",5.62237,1.8745,-1.58467,4e-04,"yes",0.00214728312678742,"Down_in_ZIKV"
"FGF8","Mock","ZIKV",2.8065,1.03958,-1.43277,4e-04,"yes",0.00214728312678742,"Down_in_ZIKV"
"BCHE","Mock","ZIKV",0.868902,0.336776,-1.3674,4e-04,"yes",0.00214728312678742,"Down_in_ZIKV"
"TAPT1-AS1","Mock","ZIKV",0.908081,0.364586,-1.31656,4e-04,"yes",0.00214728312678742,"Down_in_ZIKV"
"PRR22","Mock","ZIKV",1.15967,0.198456,-2.54683,0.00045,"yes",0.00238612288135593,"Down_in_ZIKV"
"RASD2","Mock","ZIKV",0.646209,0.216057,-1.58059,0.00045,"yes",0.00238612288135593,"Down_in_ZIKV"
"RHPN1-AS1","Mock","ZIKV",1.08773,0.413471,-1.39547,0.00045,"yes",0.00238612288135593,"Down_in_ZIKV"
"SYNDIG1","Mock","ZIKV",1.06302,0.458469,-1.21328,0.00045,"yes",0.00238612288135593,"Down_in_ZIKV"
"HIST1H2BH","Mock","ZIKV",7.27066,2.31014,-1.65411,5e-04,"yes",0.00262345679012346,"Down_in_ZIKV"
"NOXRED1","Mock","ZIKV",1.03235,0.340545,-1.60001,5e-04,"yes",0.00262345679012346,"Down_in_ZIKV"
"KRT19","Mock","ZIKV",1.38417,0.494017,-1.48639,5e-04,"yes",0.00262345679012346,"Down_in_ZIKV"
"CYB561D2","Mock","ZIKV",7.76366,3.20632,-1.27582,5e-04,"yes",0.00262345679012346,"Down_in_ZIKV"
"ACP6","Mock","ZIKV",1.87962,0.90139,-1.06022,0.00055,"yes",0.00285850253807107,"Down_in_ZIKV"
"MKRN7P","Mock","ZIKV",1.0805,0.358519,-1.59158,6e-04,"yes",0.00309055568259776,"Down_in_ZIKV"
"C1orf220","Mock","ZIKV",0.760696,0.295835,-1.36253,6e-04,"yes",0.00309055568259776,"Down_in_ZIKV"
"FLJ33630","Mock","ZIKV",0.845462,0.375628,-1.17044,6e-04,"yes",0.00309055568259776,"Down_in_ZIKV"
"CDNF","Mock","ZIKV",1.91975,0.869772,-1.14221,6e-04,"yes",0.00309055568259776,"Down_in_ZIKV"
"MATN3","Mock","ZIKV",1.20076,0.596009,-1.01054,6e-04,"yes",0.00309055568259776,"Down_in_ZIKV"
"FAM86JP","Mock","ZIKV",1.31734,0.449975,-1.54972,0.00065,"yes",0.00332302541988198,"Down_in_ZIKV"
"NCRNA00185","Mock","ZIKV",1.87691,0.801159,-1.2282,0.00065,"yes",0.00332302541988198,"Down_in_ZIKV"
"PENK","Mock","ZIKV",1.66356,0.614809,-1.43606,7e-04,"yes",0.00354325842696629,"Down_in_ZIKV"
"SPAG17","Mock","ZIKV",0.967071,0.370371,-1.38465,7e-04,"yes",0.00354325842696629,"Down_in_ZIKV"
"CXorf30","Mock","ZIKV",0.679305,0.273478,-1.31263,7e-04,"yes",0.00354325842696629,"Down_in_ZIKV"
"NS3BP","Mock","ZIKV",2.2755,1.06933,-1.08948,7e-04,"yes",0.00354325842696629,"Down_in_ZIKV"
"EFNA4","Mock","ZIKV",10.857,5.41588,-1.00335,7e-04,"yes",0.00354325842696629,"Down_in_ZIKV"
"LOC100129726","Mock","ZIKV",0.954375,0.280156,-1.76832,8e-04,"yes",0.004002665482008,"Down_in_ZIKV"
"DMC1","Mock","ZIKV",0.838619,0.272353,-1.62254,8e-04,"yes",0.004002665482008,"Down_in_ZIKV"
"ANKRD1","Mock","ZIKV",1.12531,0.456784,-1.30074,8e-04,"yes",0.004002665482008,"Down_in_ZIKV"
"C1RL","Mock","ZIKV",0.803256,0.181151,-2.14867,0.00085,"yes",0.00423402255639098,"Down_in_ZIKV"
"ARHGEF39","Mock","ZIKV",6.63872,3.10966,-1.09415,0.00085,"yes",0.00423402255639098,"Down_in_ZIKV"
"RSPH1","Mock","ZIKV",2.23545,1.07268,-1.05934,0.00085,"yes",0.00423402255639098,"Down_in_ZIKV"
"DLEU2L","Mock","ZIKV",4.79197,1.96675,-1.28481,9e-04,"yes",0.00445353690685413,"Down_in_ZIKV"
"ZNF114","Mock","ZIKV",1.1151,0.522745,-1.093,9e-04,"yes",0.00445353690685413,"Down_in_ZIKV"
"P2RX6","Mock","ZIKV",0.856048,0.40165,-1.09175,9e-04,"yes",0.00445353690685413,"Down_in_ZIKV"
"TREX1","Mock","ZIKV",4.15426,1.98954,-1.06215,9e-04,"yes",0.00445353690685413,"Down_in_ZIKV"
"ZNF321P","Mock","ZIKV",2.26599,1.10878,-1.03118,9e-04,"yes",0.00445353690685413,"Down_in_ZIKV"
"NSUN5P1","Mock","ZIKV",9.14125,3.18863,-1.51945,0.00095,"yes",0.00466610335804623,"Down_in_ZIKV"
"IQCD","Mock","ZIKV",2.21033,1.07754,-1.03651,0.00095,"yes",0.00466610335804623,"Down_in_ZIKV"
"FBXL19-AS1","Mock","ZIKV",3.538,1.1032,-1.68123,0.00105,"yes",0.00511046888504754,"Down_in_ZIKV"
"MLLT10P1","Mock","ZIKV",4.19088,1.49859,-1.48365,0.00105,"yes",0.00511046888504754,"Down_in_ZIKV"
"C8orf44","Mock","ZIKV",3.41134,1.27141,-1.42391,0.00105,"yes",0.00511046888504754,"Down_in_ZIKV"
"FGF14-AS2","Mock","ZIKV",4.27175,1.03705,-2.04234,0.0011,"yes",0.00532505910165485,"Down_in_ZIKV"
"WDR65","Mock","ZIKV",1.39755,0.376234,-1.89319,0.0012,"yes",0.00575106382978723,"Down_in_ZIKV"
"SELENBP1","Mock","ZIKV",1.68703,0.823424,-1.03478,0.0012,"yes",0.00575106382978723,"Down_in_ZIKV"
"TAS2R5","Mock","ZIKV",2.38348,1.17356,-1.02217,0.0012,"yes",0.00575106382978723,"Down_in_ZIKV"
"ZNF503-AS2","Mock","ZIKV",12.3347,4.78962,-1.36474,0.00125,"yes",0.00596025613886537,"Down_in_ZIKV"
"C6orf163","Mock","ZIKV",1.86788,0.805159,-1.21405,0.00125,"yes",0.00596025613886537,"Down_in_ZIKV"
"LOC100287042","Mock","ZIKV",1.10965,0.359933,-1.6243,0.00135,"yes",0.00638570978580428,"Down_in_ZIKV"
"CEBPA-AS1","Mock","ZIKV",0.660439,0.21957,-1.58874,0.00135,"yes",0.00638570978580428,"Down_in_ZIKV"
"LOC100131089","Mock","ZIKV",3.09202,1.37021,-1.17416,0.00135,"yes",0.00638570978580428,"Down_in_ZIKV"
"LAMA4","Mock","ZIKV",1.39315,0.675739,-1.04381,0.00135,"yes",0.00638570978580428,"Down_in_ZIKV"
"FBLN5","Mock","ZIKV",0.641181,0.231263,-1.4712,0.00145,"yes",0.00679876144879267,"Down_in_ZIKV"
"MRPL23-AS1","Mock","ZIKV",0.97944,0.422521,-1.21293,0.00145,"yes",0.00679876144879267,"Down_in_ZIKV"
"CXCL14","Mock","ZIKV",0.739516,0.146885,-2.33189,0.0015,"yes",0.00701422046917168,"Down_in_ZIKV"
"DAW1","Mock","ZIKV",0.77965,0.162946,-2.25843,0.0015,"yes",0.00701422046917168,"Down_in_ZIKV"
"OLFML3","Mock","ZIKV",0.625658,0.139187,-2.16835,0.0016,"yes",0.00742021824171299,"Down_in_ZIKV"
"LINC00565","Mock","ZIKV",0.666498,0.247093,-1.43154,0.0016,"yes",0.00742021824171299,"Down_in_ZIKV"
"LOC100506190","Mock","ZIKV",1.03789,0.486137,-1.09422,0.00165,"yes",0.00763324091189156,"Down_in_ZIKV"
"FLJ16779","Mock","ZIKV",1.85894,0.691823,-1.42601,0.0017,"yes",0.00783398117839607,"Down_in_ZIKV"
"C16orf55","Mock","ZIKV",11.765,5.00009,-1.23447,0.00175,"yes",0.00803808115823817,"Down_in_ZIKV"
"FUT2","Mock","ZIKV",0.711923,0.335592,-1.08501,0.00175,"yes",0.00803808115823817,"Down_in_ZIKV"
"LOC100133315","Mock","ZIKV",1.46192,0.621743,-1.23347,0.0018,"yes",0.00823583180987203,"Down_in_ZIKV"
"LOC158696","Mock","ZIKV",0.775554,0.365995,-1.0834,0.00185,"yes",0.00843035605907344,"Down_in_ZIKV"
"MIR181A2HG","Mock","ZIKV",5.91467,1.91336,-1.62819,0.0019,"yes",0.00863549233252623,"Down_in_ZIKV"
"NSUN5P2","Mock","ZIKV",7.26251,2.24779,-1.69196,0.00195,"yes",0.00883066948130277,"Down_in_ZIKV"
"NR2E3","Mock","ZIKV",0.899306,0.394612,-1.18838,0.00195,"yes",0.00883066948130277,"Down_in_ZIKV"
"LOC400043","Mock","ZIKV",0.927252,0.275606,-1.75036,0.002,"yes",0.00902624724504107,"Down_in_ZIKV"
"GNRHR2","Mock","ZIKV",26.4755,12.3459,-1.10062,0.0021,"yes",0.00942468619246862,"Down_in_ZIKV"
"LOC100270746","Mock","ZIKV",1.91536,0.704209,-1.44354,0.00215,"yes",0.00962033174413985,"Down_in_ZIKV"
"CTF1","Mock","ZIKV",1.24051,0.557673,-1.15345,0.00215,"yes",0.00962033174413985,"Down_in_ZIKV"
"FAM47E","Mock","ZIKV",2.27395,0.833844,-1.44735,0.00225,"yes",0.0100101224570413,"Down_in_ZIKV"
"LINC00535","Mock","ZIKV",1.04858,0.474332,-1.14446,0.0023,"yes",0.0102123989749655,"Down_in_ZIKV"
"ARHGAP22","Mock","ZIKV",0.632628,0.284045,-1.15524,0.00245,"yes",0.0107975445118372,"Down_in_ZIKV"
"ARL9","Mock","ZIKV",1.91831,0.679574,-1.49713,0.0025,"yes",0.0110028331379445,"Down_in_ZIKV"
"SPAG8","Mock","ZIKV",2.04259,0.732733,-1.47904,0.0026,"yes",0.0113917525773196,"Down_in_ZIKV"
"LINC00173","Mock","ZIKV",3.30737,0.828424,-1.99724,0.00265,"yes",0.0115748012410316,"Down_in_ZIKV"
"TEX21P","Mock","ZIKV",1.36082,0.423312,-1.68468,0.00265,"yes",0.0115748012410316,"Down_in_ZIKV"
"NOSTRIN","Mock","ZIKV",0.88574,0.388606,-1.18858,0.00265,"yes",0.0115748012410316,"Down_in_ZIKV"
"LINC00441","Mock","ZIKV",1.35347,0.479789,-1.4962,0.0027,"yes",0.0117703696535707,"Down_in_ZIKV"
"IFI44","Mock","ZIKV",0.697663,0.18257,-1.93408,0.00275,"yes",0.0119628717651603,"Down_in_ZIKV"
"FXYD1","Mock","ZIKV",3.36018,1.14113,-1.55808,0.0028,"yes",0.0121686282076018,"Down_in_ZIKV"
"MSH5-SAPCD1","Mock","ZIKV",4.52786,1.75719,-1.36555,0.0028,"yes",0.0121686282076018,"Down_in_ZIKV"
"LOC144486","Mock","ZIKV",0.750806,0.346204,-1.11682,0.00285,"yes",0.012359693877551,"Down_in_ZIKV"
"LOC100130155","Mock","ZIKV",1.44176,0.519413,-1.47288,0.0029,"yes",0.012542722734255,"Down_in_ZIKV"
"TMEM44-AS1","Mock","ZIKV",2.223,0.79773,-1.47854,0.003,"yes",0.0129255929609793,"Down_in_ZIKV"
"NUDT18","Mock","ZIKV",1.23384,0.562369,-1.13356,0.003,"yes",0.0129255929609793,"Down_in_ZIKV"
"RMDN2","Mock","ZIKV",1.16332,0.530263,-1.13346,0.00315,"yes",0.0134790558510638,"Down_in_ZIKV"
"SMOC2","Mock","ZIKV",0.658361,0.321398,-1.03452,0.00315,"yes",0.0134790558510638,"Down_in_ZIKV"
"ZNF511","Mock","ZIKV",20.7455,9.66252,-1.10233,0.0032,"yes",0.0136618650492798,"Down_in_ZIKV"
"LOC100507250","Mock","ZIKV",0.731852,0.2526,-1.5347,0.00325,"yes",0.0138621946601023,"Down_in_ZIKV"
"APOBEC3C","Mock","ZIKV",1.41532,0.543224,-1.3815,0.0035,"yes",0.0147885012192834,"Down_in_ZIKV"
"PAR1","Mock","ZIKV",0.744476,0.352561,-1.07835,0.0035,"yes",0.0147885012192834,"Down_in_ZIKV"
"TPH1","Mock","ZIKV",0.699925,0.222101,-1.65598,0.00355,"yes",0.0149857102698651,"Down_in_ZIKV"
"ITM2A","Mock","ZIKV",0.905308,0.381287,-1.24753,0.0036,"yes",0.0151683501683502,"Down_in_ZIKV"
"TTLL9","Mock","ZIKV",0.701874,0.233228,-1.58947,0.00365,"yes",0.0153359914195113,"Down_in_ZIKV"
"TTC23L","Mock","ZIKV",1.24177,0.520509,-1.25441,0.0037,"yes",0.0155229092940957,"Down_in_ZIKV"
"ZNF345","Mock","ZIKV",4.5513,1.76234,-1.36879,0.004,"yes",0.0166297526762643,"Down_in_ZIKV"
"MT2A","Mock","ZIKV",4.59374,1.28015,-1.84335,0.0041,"yes",0.0170140935887988,"Down_in_ZIKV"
"DYDC2","Mock","ZIKV",0.850095,0.374354,-1.18322,0.0041,"yes",0.0170140935887988,"Down_in_ZIKV"
"UPK3B","Mock","ZIKV",1.16158,0.528134,-1.13711,0.0042,"yes",0.0173938223938224,"Down_in_ZIKV"
"PCNA-AS1","Mock","ZIKV",156.804,60.0125,-1.38563,0.00425,"yes",0.0175814967860422,"Down_in_ZIKV"
"TMEM27","Mock","ZIKV",0.747223,0.232239,-1.68593,0.0045,"yes",0.0184732094040459,"Down_in_ZIKV"
"NKAPP1","Mock","ZIKV",0.719643,0.336443,-1.09692,0.0046,"yes",0.0188219800181653,"Down_in_ZIKV"
"LRRC29","Mock","ZIKV",1.41156,0.690999,-1.03054,0.0047,"yes",0.0191997642364889,"Down_in_ZIKV"
"TAS2R4","Mock","ZIKV",1.55164,0.598666,-1.37397,0.00475,"yes",0.0193653846153846,"Down_in_ZIKV"
"C15orf38","Mock","ZIKV",6.90415,2.92043,-1.24128,0.00485,"yes",0.019733787933526,"Down_in_ZIKV"
"EGR4","Mock","ZIKV",0.676109,0.301836,-1.16349,0.00495,"yes",0.0201007301243916,"Down_in_ZIKV"
"SH2D7","Mock","ZIKV",0.940117,0.463086,-1.02156,0.00495,"yes",0.0201007301243916,"Down_in_ZIKV"
"SRPX","Mock","ZIKV",0.929706,0.454902,-1.03122,0.005,"yes",0.0202672305200648,"Down_in_ZIKV"
"IL21R-AS1","Mock","ZIKV",0.869683,0.303053,-1.52092,0.0053,"yes",0.0213488018597997,"Down_in_ZIKV"
"SAMD13","Mock","ZIKV",0.75992,0.29966,-1.34252,0.00535,"yes",0.0215309540825442,"Down_in_ZIKV"
"CCDC108","Mock","ZIKV",0.77664,0.349205,-1.15317,0.00565,"yes",0.0225529416976785,"Down_in_ZIKV"
"PVRL3-AS1","Mock","ZIKV",0.901288,0.243544,-1.8878,0.0057,"yes",0.0227162951167728,"Down_in_ZIKV"
"LIMS2","Mock","ZIKV",0.706927,0.278962,-1.34149,0.00585,"yes",0.0232646980932203,"Down_in_ZIKV"
"ASPRV1","Mock","ZIKV",1.51901,0.68744,-1.14383,0.0069,"yes",0.0268711099585062,"Down_in_ZIKV"
"LOC100507634","Mock","ZIKV",0.66214,0.295418,-1.16438,0.00705,"yes",0.027351231484671,"Down_in_ZIKV"
"ATP6V1E2","Mock","ZIKV",0.750765,0.35122,-1.09599,0.00755,"yes",0.0290806686046512,"Down_in_ZIKV"
"AGXT2L2","Mock","ZIKV",9.28361,3.65544,-1.34464,0.0076,"yes",0.0292632478632479,"Down_in_ZIKV"
"MMP19","Mock","ZIKV",5.41167,2.56159,-1.07904,0.0077,"yes",0.0296027479091995,"Down_in_ZIKV"
"GHRL","Mock","ZIKV",0.852387,0.166263,-2.35804,0.00805,"yes",0.0307802155830929,"Down_in_ZIKV"
"GNG11","Mock","ZIKV",1.68815,0.799826,-1.07768,0.00805,"yes",0.0307802155830929,"Down_in_ZIKV"
"KLRG1","Mock","ZIKV",0.84947,0.405367,-1.06733,0.0085,"yes",0.032265335355578,"Down_in_ZIKV"
"LOC100506274","Mock","ZIKV",1.14099,0.395278,-1.52935,0.00905,"yes",0.034037610619469,"Down_in_ZIKV"
"FLJ42875","Mock","ZIKV",3.05724,1.35381,-1.17521,0.0099,"yes",0.0368286540049546,"Down_in_ZIKV"
"ICAM2","Mock","ZIKV",0.660578,0.148137,-2.1568,0.00995,"yes",0.0369963271706834,"Down_in_ZIKV"
"ANGPTL2","Mock","ZIKV",2.83852,1.10962,-1.35507,0.01005,"yes",0.0373004201680672,"Down_in_ZIKV"
